period	words	title	genre	left	node	right	form	period_short
1930	senang	M 10Oct32:5	newspapers	kedapatan harta-harta mereka di simpan di negeri masing-masing sungguh pun ada juga berharta di sini. Tetapi bangsa Malayan yang datang dari Cina dengan lekas sahaja lupa akan	<w type=“target”>kesenangan</w>	"<phr>yang diperoleh</phr> mereka <phr>di dalam</phr> negeri  ini dan oleh kerana negeri kita ini diperintahi oleh satu kerajaan yang tidak kenal apakah ""zalim""; melainkan semua orang yang diam"	nominalised	1900s
1930	senang	S 15Oct32:1	newspapers	(Cina) yang melanggar Tanah Melayu ini berpuak-puak. Tetapi hendaklah kita ketahui bahwa bangsa-bangsa asing yang datang begini banyak ialah sebab mereka itu tampak <phr>jalan bagi</phr>	<w type=“target”>kesenangan</w>	<phr>kehidupan</phr> mereka itu, maka tiadalah mereka itu melepaskan peluang yang sangat berfaedah bagi mereka itu apa lagi tentang berniaga yang orang-orang Melayu tiada mau ......	nominalised	1900s
1930	senang	MG Nov32:335	newspapers	..... yang ada rupa berbuat sendiri -- bukannya umat tidak bermalu -- ketidak malu tentang lain kita boleh timbang sendiri. (4) Ber-Roh dan bersemangat lalai : lalai kita akan	<w type=“target”>kesenangan</w>	<phr>direbut</phr> bangsa-bangsa asing dihadapan mata kita. Perkara itu walaupun beribu-ribu kali penulis yang lain menyatakan kepada kita umat Melayu bagaimana kelalaian kita, ....	nominalised	1900s
1930	senang	MG Nov32:335	newspapers	alpanya kita. Pada masa ini iaitu pun begitu disungutkan orang ramai dalam majalah dan surat-surat khabar, nampaknya kita tidak jua berperasaan masih <phr>terlena dengan rupa-rupa</phr>	<w type=“target”>kesenangan</w>	bangsa asing dalam sebarang golongan bekerja. Kita lihatlah di pekan-pekan sahaja, siapa yang jadi kuli perniagaan, siapa yang jadi tukang bekerja membina, siapa pula ...	nominalised	1900s
1930	senang	M 5Dec32:3	newspapers	. bahwa di dalam suatu mesyuarat di sana, orang-orang kehidupan telah sebulat akan membuka jalan yang akan menyambungkan Kampung Sungai Manggis dengan jalan besar supaya <phr>menjadi</phr>	<w type=“target”>kesenangan</w>	<phr>bagi</phr> penduduk-penduduk kampung itu membawa keluar dagangan mereka itu bukan sekadar itu sahaja, tetapi jalan yang akan dibuka sendiri itu akan menjadi sangat-sangat .....	nominalised	1900s
1930	senang	M 19Dec32:5	newspapers	. diharapkan berganda-ganda supaya dapatlah kiranya kita membawa suatu perubahan lagi menambah perubahan kita dari enam ke delapan muka, dengan tidak bertambah bayarannya. <phr>Bagi</phr>	<w type=“target”>kesenangan</w>	Tuan-Tuan Pembaca, serta Langganan kita, kita wartakan bahwa bilangan Pembaca dan Langganan kita mudah-mudahan adalah di dalam perjalanan kepada bertambah dari sehari ke	nominalised	1900s
1930	senang	S 31Dec32:6	newspapers	. ada juga. Daripada sebulan ke sebulan dan daripada setahun ke setahun, orang-orang menanti-nantikan masa zaman meleset ini tamatnya, supaya disambung pula akan dia oleh <phr>zaman</phr>	<w type=“target”>kesenangan</w>	hingga terharap-haraplah mereka itu pada akhir tiap-tiap bulan dan tiap-tiap tahun akan perubahan ketika yang sangat-sangat dicitai itu. Tetapi lamalah sudah bulannya ...	nominalised	1900s
1930	senang	S 31Dec32:6	newspapers	sudah bulannya dan tahunnya belum juga lagi sampai. Dan sekarang kita hampir-hampir hendak masuk ke dalam pintu tahun 1933 yang banyak orang-orang mengatakan bahwa ialah <phr>pintu</phr>	<w type=“target”>kesenangan</w>	dan <colloc>kemakmuran</colloc> ataupun sekurang-kurangnya ialah permulaan perubahan daripada kesakitan yang dirasai sekarang ini kepada kesenangan yang akan didapati dengan beransur-....	nominalised	1900s
1930	senang	S 31Dec32:6	newspapers	.... orang-orang mengatakan bahwa ialah pintu kesenangan dan kemakmuran ataupun sekurang-kurangnya ialah permulaan <phr>perubahan daripada kesakitan yang dirasai sekarang ini kepada</phr>	<w type=“target”>kesenangan</w>	<phr>yang akan didapati</phr> dengan beransur-ansur kepada beberapa tahun ke hadapan kelak. Oleh kerana kita semua sudah cukup menanggung paluan meleset ini, maka kita pun suka jua	nominalised	1900s
1930	senang	S 31Dec32:6	newspapers	.... tenaga kita dalam apa-apa jua perusahaan yang kita kerjakan supaya senang hati kita mengadap segala yang dibawa oleh tahun 33 ini, sama <phr>ada</phr> <colloc>kesusahan</colloc> dan <colloc>kepicikan</colloc> ataupun	<w type=“target”>kesenangan</w>	dan <colloc>kemakmuran</colloc>. Maka dengan harapan yang baik, saya ucapkan tahniah kepada Tuan-Tuan Pembaca Saudara yang dihormati di atas kemasukan kita ke dalam tahun baru ini serta .	nominalised	1900s
1930	senang	S 8Feb33:4	newspapers	...... kebodohan dan kerugian mereka itu kerana membeban negerinya, dan bukan bebanan sendiri, tiada beban dicari beban, pergi ke pulau batu digalas. Laki-laki yang <phr>khianat akan</phr>	<w type=“target”>kesenangan</w>	<phr>perempuan-perempuan</phr> itu tentulah memuji-muji ia akan kebolehan dan keupayaan perempuan-perempuan membuat pekerjaan yang seperti itu supaya longgar sedikit beban mereka ..	nominalised	1900s
1930	senang	S 3May33:5	newspapers	....... di sini juga lagi pun bangsa ketam bersenget dan gagak ini kebanyakan bersifat tipu menipu, kecuh, putar belit wang harta punya kita inilah menjadikan mereka itu <phr>beroleh</phr>	<w type=“target”>kesenangan</w>	. Sedarlah dari masa sekarang kalau mahu sedar! [Oleh] Penulis. §	nominalised	1900s
1930	senang	WM 1Mar34:7	newspapers	.... menjadi dua kali ganda oleh sebab Singapura akan membeli dagangan-dagangan daripada sekalian negeri-negeri Melayu. Maka keadaan Semenanjung kita sedikit hari lagi <phr>di dalam</phr>	<w type=“target”>kesenangan</w>	dan <colloc>kemakmuran</colloc> itu sudah tertentu. Dan lagi oleh sebab Singapura dan Semenanjung kita ini akan menjadi lebih masyhur, maka nama umat Melayu pun akan menjadi masyhur juga	nominalised	1900s
1930	senang	WM 5Mar34:4	newspapers	sekiranya yang demikian itu sebabnya, maka budak-budak kita patutlah dikasihani kerana jikalau begitu maka budak itu menaruh lebih megah dalam pakaiannya daripada <colloc>kurniaan</colloc> dan	<w type=“target”>kesenangan</w>	. Oleh sebab ada beribu-ribu orang budak-budak yang akan berhenti mengaji di sekolah dalam sedikit masa lagi, maka mustahaklah penulis memberi amaran kepada mereka itu ...	nominalised	1900s
1930	senang	WM 30Apr34:7	newspapers	... sekolah-sekolah dan mengadakan guru-guru yang bijaksana itu ialah maksud tujuannya hendak memberi pertolongan kepada anak-anak negeri mengambil pelajaran yang akan <phr>menjadi</phr>	<w type=“target”>kesenangan</w>	<phr>pada jalan</phr> mencari nafkah kehidupan sebagai kaki tangan kerajaan dan lain-lainnya. Tetapi oleh kerana didapati dari semasa ke semasa pada tentang pelajaran anak-anak ....	nominalised	1900s
1930	senang	MG Aug34:201	newspapers	.. itu tak dapat tiada jadilah panjang kasih dan kekal tali suami isteri kamu. Anak perempuan yang hidup sederhana jangan selalu runsing dan jangan selalu memandang kepada apa	<w type=“target”>kesenangan</w>	<phr>yang ada pada</phr> saudara perempuan-perempuan kamu yang lain, kerana sudah memang adat di dunia tiada semua orang pandai, tiada semua orang bodoh, tiada sekalian orang susah	nominalised	1900s
1930	senang	MG Oct34:367	newspapers	Ketahuilah ayuhai saudaraku yang bijaksana betapa riang dan senangnya seseorang yang tiada dia menanggung bebanan hutang. Merekalah ada ghalibnya hidup <phr>dalam</phr> <phr>segala</phr> <colloc>kesukaan</colloc>,	<w type=“target”>kesenangan</w>	, <colloc>kesihatan</colloc>, <colloc>keuntungan</colloc> dan <colloc>keamanan</colloc>. Ringkasnya kalau kita perhatikan mereka yang hidup berhutang, tidaklah lepas mereka itu daripada beberapa sengsara kepayahan dan ....	nominalised	1900s
1930	senang	MG Dec34:446	newspapers	.. sekali pun tak kanlah jika begitu kita tekun kerajaan tidak memandang balas pada kita itu. jangan tak difikirkan penting pedih sedikit sahaja sudah tak mahu bekerja padahal	<w type=“target”>kesenangan</w>	itu <phr>dari susahlah mulanya</phr>. cadangan pejabat mencarikan kerja Anak Melayu itu bukannya dia buta pelajaran, dengan pekerjaan yang diuntukkannya bukan ia ikut akan .........	nominalised	1900s
1930	senang	MG Dec34:443	newspapers	.. kita mengertilah yang Tanah Melayu kita telah mula mengibar-ngibarkan bendera kelapangan mata wang dan menggerak-gerakkan perahu bekerja di kuala-kuala sungai negeri besar.	<w type=“target”>kesenangan</w>	itu bukan <phr>dengan pengetahuan</phr> kita yang mana di sini sahaja, tetapi terdengan juga kepada bangsa-bangsa asing yang memang terangan-terangan hendak sampai ke Tanah Melayu .	nominalised	1900s
1930	senang	MG Dec34:443	newspapers	......... juga kepada bangsa-bangsa asing yang memang terangan-terangan hendak sampai ke Tanah Melayu kita ini. Tanah Melayu ini dipandang oleh bangsa yang lain sebagai <phr>syurga</phr>	<w type=“target”>kesenangan</w>	jika dibandingkan dengan keadaan di negerinya masing-masing. Maka daripada apa yang kita sebut itu bermaknalah juga yang negeri ini orangnya telah ramai lagi daripada ...	nominalised	1900s
1930	senang	MG Dec34:443	newspapers	... orangnya telah ramai lagi daripada tahun 1933 yang lalu, ataupun tahun 1934 akan habis tentulah pula tahun 1935 akan bertambah ramai lagi daripada masa ini. Daripada <phr>punca</phr>	<w type=“target”>kesenangan</w>	dan <colloc>keramaian</colloc> manusia yang tinggal di dalam negeri ini telah menerbitkan beberapa fikiran yang halus di dalam tiap-tiap pancaindera orang yang mencari wang terutama ahli	nominalised	1900s
1930	senang	MG Dec34:443	newspapers	.... kedai kopi, kedai barang-barang makanan, kedai membaiki enjin-enjin, dan lain-lain lagi. Maka sekalian kedai-kedai itu amatlah terang sekali jika takdir <phr>bangkitlah</phr> <phr>semula</phr>	<w type=“target”>kesenangan</w>	wang Tanah Melayu ini seperti dahulu, maka tak dapat tiadalah kedai-kedai yang seperti itulah akan meneguk segala mata wang orang Melayu yang ingin bermotokar, yang .....	nominalised	1900s
1930	senang	MG Dec34:443	newspapers	-mana yang masih hidup itu pula telah cuba memujuk-mujuk orang Melayu supaya bersama-sama dan berkongsi dengannya. Ini dengan terang dan terus wajib kita jalankan sebelum masa	<w type=“target”>kesenangan</w>	<phr>yang betul limpah</phr> <phr>di Tanah Melayu</phr> ini akan jadi, dan semasa orang-orang Cina sedang pinang itu kita peletokkan betul-betul lehernya biar terbuntang matanya. Jika ia tahu	nominalised	1900s
1930	senang	M 10Dec34:12	newspapers	. ia jadi seperti orang kampung ataupun budak-budak dua tiga kurun dahulu, duduk melengung di kedai Cina, jadi steam roll dan berpunggkuk sana <phr>berduyun ke mari dengan</phr> <phr>beberapa</phr>	<w type=“target”>kesenangan</w>	. Nasihat guru-gurunya dahulu salap dipalit, coat dipakai. Pengajaran mak itu apa lagi? masuk telinga kiri, keluar telinga kanan. Gerak-gerai secara pelajaran dan ........	nominalised	1900s
1930	senang	MG Jan35:27	newspapers	..... asing anak-anak Melayu itu sebagai pucuk kayu tidak tetap dan seperti bangsa-bangsa asing yang sayangkan kerja dan payah meninggalkan tempat duduknya (kerusi) walau <phr>ribut</phr>	<w type=“target”>kesenangan</w>	<phr>di tempat lain</phr> akan <phr>sembuh</phr> sekali pun. Maka sekaliannya terpulang kepada anak-anak Melayu. Ubatnya supaya balik anak-anak Melayu bekerja seperti bangsa-bangsa asing itu .	nominalised	1900s
1930	senang	MG Jan35:27	newspapers	.. hal peruntungan anak Melayu kita yang salah itu baiki lekas. Bekerja dengan sedia-sedianya walaupun kerja sekalipun tetap dan teguh itu sangat dikehendaki jangan <phr>didengarkan</phr>	<w type=“target”>kesenangan</w>	<phr>di tempat-tempat lain</phr> kerana sekaliannya itu mengenai seperti perumpamaan Melayu: yang dikejar tidak dapat yang dikendung habis berciciran. Oleh itu kita anak Melayu ....	nominalised	1900s
1930	senang	M 28Jan35:8	newspapers	...... kita menaruh hati yang tidak mudah putus harapan perasaan yang menyangka arti zaman Melayu itu ialah zaman bergoyang-goyang kaki dengan berbagai-bagai <phr>gelombang</phr> perasaan	<w type=“target”>kesenangan</w>	lagi itu layak dibuang sekarang juga! [Oleh] Janggah. Melaka. 23 Januari. §	nominalised	1900s
1930	senang	M 28Jan35:12	newspapers	.. ini masih adanya pemerintah yang adatnya bagaimana adat pemerintahan Raja-Raja Melayu zaman dahulu, maka sudah tentu yang kita tidak akan dapat <phr>merasai</phr> bagaimana <colloc>nikmat</colloc> dan	<w type=“target”>kesenangan</w>	<phr>pada</phr> pemerintahan yang di hari ini. Dengan demikian, ialah telah menunjukkan bahwa pemerintahan British yang ada hari ini ialah seadil-adil pemerintahan, lebih-lebih ....	nominalised	1900s
1930	senang	S 25May35:3	newspapers	. teraju pekerjaan itu semuanya terlepas ke tangan anak-anak bangsa asing dan bermegah-megah dengan kekayaannya dan tinggi pelajarannya mereka itu yang telah <phr>menumbuhkan</phr> <phr>segala</phr>	<w type=“target”>kesenangan</w>	dan <colloc>keriaan</colloc>. Dan jika kita tilik dan pandang pada segala muslihat kehidupan dan jalan pencarian yang tersebut di atas ini, nescaya kita dapati dengan tak boleh tidak ....	nominalised	1900s
1930	senang	S 29May35:5	newspapers	kepada bangsa yang hidup bersama kita di atas bumi Semenanjung ini pun sahaja nescaya terang singkatnya langkahan yang dilangkahi oleh kaum kita, tentang <phr>mencapai</phr> <colloc>ketuahan</colloc> dan	<w type=“target”>kesenangan</w>	<phr>pada</phr> kehidupannya. Di sini tentulah kita yakin bahwa kemajuan sesuatu umat dan bangsa mana jua pun, tersimpul di atas satu syarat dan satu alasan, dan apakala syarat dan	nominalised	1900s
1930	senang	S 29May35:5	newspapers	.. kita teramat lemah; apatah lagi di luar negeri. Oleh itu, sekarang ini mahulah kita menimbang dengan sehalus-halus akan segala sebab-sebab yang telah <phr>menghamburkan</phr> <colloc>kesusahan</colloc>	<w type=“target”>kesenangan</w>	bangsa-bangsa yang hidup bersama-sama kita di dalam negeri kita, kemudian hendaklah menerbitkan segala penyakit-penyakit yang melumurkan kita kepada lembah yang rendah ..	nominalised	1900s
1930	senang	S 4Jun35:6	newspapers	pinggir kemajuannya, ialah apabila orang-orang hartawan dan yang terpelajar di antara mereka itu mengambil ukuran ikhtiar kepandaian atau pengetahuannya dengan wang dan pangkat	<w type=“target”>kesenangan</w>	<phr>bagi</phr> diri dan ahli-ahlinya sendiri, tetapi tidak dengan jasa yang mendatangkan faedah kebajikan bagi kaum atau bangsa dan negerinya. Kita tidak menggalangi akan .........	nominalised	1900s
1930	senang	S 4Jun35:6	newspapers	... tetapi tidak dengan jasa yang mendatangkan faedah kebajikan bagi kaum atau bangsa dan negerinya. Kita tidak menggalangi akan kebolehan seseorang itu <phr>mendapati</phr> <colloc>kemakmuran</colloc> dan	<w type=“target”>kesenangan</w>	<colloc>hidupnya</colloc> bersendiri-sendiri dengan kemudahan dan kebiasaannya, akan tetapi yang demikian itu bukanlah syarat bagi kemakmuran dan kesenangan atau kemajuan yang hak bagi ..	nominalised	1900s
1930	senang	S 4Jun35:6	newspapers	........ itu mendapati kemakmuran dan kesenangan hidupnya bersendiri-sendiri dengan kemudahan dan kebiasaannya, akan tetapi yang demikian itu bukanlah <phr>syarat bagi</phr> <colloc>kemakmuran</colloc> dan	<w type=“target”>kesenangan</w>	atau kemajuan yang hak bagi kaum bangsanya sama, kerana setidak-tidaknya keuntungan atau kelebihan seseorang itu daripada pergaulan kehidupan di dalam bangsa dan ........	nominalised	1900s
1930	senang	M 10Jun35:12	newspapers	..... pakaian anak menantunya. Kemudian daripada setahun dua adalah ternasib baik telah dapat menimbang-timbang anak yang comel. Ketika itu semakin susah fikiran untuk <phr>mencari</phr>	<w type=“target”>kesenangan</w>	ialah bekerja itu semata-mata mencari duit untuk membeli pakaian dan makanan hari-harian sahaja. Jalan membuat harta sedikit pun belum ada, kenyangkannya mereka itu .....	nominalised	1900s
1930	senang	S 21Jul35:6	newspapers	.... menjatuhkan darjah kemuliaan dan kemakmuran mereka itu di atas pangkat martabatnya di dalam pergaulan khas atau umum pada negerinya sendiri itu pun. Bukankah <colloc>kemuliaan</colloc> dan	<w type=“target”>kesenangan</w>	atau <colloc>kemasyhuran</colloc> serta <colloc>kemewahan</colloc> pembesar-pembesar daripada sesuatu bangsa itu kerana berdiri di atas kemakmuran dan kemajuan perusahaan atau harta benda kepunyaan kaum .	nominalised	1900s
1930	senang	S 21Jul35:6	newspapers	..... pembesar-pembesar daripada sesuatu bangsa itu kerana berdiri di atas kemakmuran dan kemajuan perusahaan atau harta benda kepunyaan kaum rakyat bangsanya sendiri? Bukankah	<w type=“target”>kesenangan</w>	dan <colloc>kebesaran</colloc> pembesar-pembesar itu kerana kemakmuran rakyat bangsanya? Oleh sebab itu dan oleh sebab mereka itu mengetahui jua bahwa tiada boleh dikatakan berjasa ......	nominalised	1900s
1930	senang	S 28Aug35:2	newspapers	...... kemajuan seperti kerja kuli berjual beli dalam kampung dan sebagainya, yang telah dijadikan oleh bangsa-bangsa asing sebagai tempat lompatan kepada <phr>mencapai</phr> <colloc>kekayaan</colloc> dan	<w type=“target”>kesenangan</w>	. Dan dengan kekayaan ini dapatlah mereka itu mengembangkan perniagaan dan memberi peluang pada bangsa mereka itu berniaga sehinggakan pada masa ini payah sangat .........	nominalised	1900s
1930	senang	S 31Aug35:2	newspapers	kais petang makan petang, tiada boleh meninggikan darjat orang-orang kita Melayu. Kita mesti hidup seperti orang-orang lain jua iaitu berusaha <phr>mencari</phr> <colloc>kepandaian</colloc>, <colloc>kemerdekaan</colloc>,	<w type=“target”>kesenangan</w>	dan lain-lainnya, yang boleh <phr>membawa kepada</phr> kemajuan am. Sekadar Malay-Malay Officer seumpamanya mereka itu sahaja pandai dan senang tiada memadai. Semua orang-orang ....	nominalised	1900s
1930	senang	M 2Sep35:5	newspapers	. carilah lagi tambahannya dengan bermacam-macam jalan. Jangan suka bergantung kepada memadai sahaja kerana kalau selalu bergantung kepada memadai itu, selalu akhirnya tak <phr>dapat</phr>	<w type=“target”>kesenangan</w>	. Dicuba perhatikan bangsa-bangsa asing yang sudah maju itu, mereka berlumba-lumba mencari wang dengan bermacam-macam jalan dan ikhtiarnya mereka, banyak menyimpan wang ..	nominalised	1900s
1930	senang	S 4Sep35:6	newspapers	". pengetahuan di dalam muslihat ""Penganjur"" sahaja akan tetapi hendaklah penganjur-penganjur yang ikhlas, yang tidak <phr>mengharap kepada</phr> <colloc>hartanya</colloc>, <colloc>pangkat</colloc>, <colloc>kebesaran</colloc>, <colloc>kemuliaan</colloc> dan"	<w type=“target”>kesenangan</w>	, atau dengan lain perkataan iaitu seseorang penganjur yang ada kepadanya sifat; tidak berharap kepada yang ada dan tidak cemas atau bimbang kepada yang ketiadaan. Yakni .	nominalised	1900s
1930	senang	MG Nov35:416	newspapers	oleh hasil pekerjaan dan perusahaan diri tiap-tiap orang -- kemajuan negeri Melayu tertanggung di atas batang tengkuk orang-orang Melayu yang tahu malu akan <phr>kerendahan digari</phr>	<w type=“target”>kesenangan</w>	kaum bangsanya -- segala ikhtiar yang berjeritan seperti suara katak betung terlaung-laung di muka surat-surat khabar dan majalah itu sangat berharga disambut oleh kaum .	nominalised	1900s
1930	senang	M 23Nov35:12	newspapers	pencarian tiap-tiap orang kampung itu tersangat seni, kalau-kalau disiasat pada tiap-tiap orang. Tetapi keluarannya terlalu besar. Tatakala itu, di manakah boleh <phr>mendatangkan</phr>	<w type=“target”>kesenangan</w>	pada masing-masing kaum kita itu. Bahwa dengan sebab-sebab itu, patutlah dibaiki pencarian orang-orang kampung anak negeri Melayu ini. Maka dengan sebab kefaedahan ......	nominalised	1900s
1930	senang	M 1Dec35:8	newspapers	............ olehnya itu. Maka tidaklah ia berapa mengambil tahu berkenaan dengan rumah tangga semasa lepas dari sekolahnya itu, hanyalah semata-mata <phr>berkehendakan</phr> <colloc>kerehatan</colloc> dan	<w type=“target”>kesenangan</w>	"dirinya duduk berpinda atau di kerusi malas atau bermain-main seumpama kanak-kanak lagi dengan tidak menaruh sedikit pun sifat-sifat seorang ""Anak Dara"", yang patut ....."	nominalised	1900s
1930	senang	S 1Jan36:2	newspapers	kita pada hal penanggungan kita tak ubahnya dari pada kaum penumpang seribu kali pun penumpang. Sedang kita di negeri dan di tanah air kita sendiri pun tak dapat kita <phr>menyaingi</phr>	<w type=“target”>kesenangan</w>	dan <colloc>kemajuan</colloc> bangsa2 asing lebih dari seperseratus betapa pula hendak dibandingkan dengan negeri2 yang lain? Tidak lain menyebabkan kejatuhan umat kita selain dari pada .	nominalised	1900s
1930	senang	S 22Feb36:9	newspapers	mengikuti peraturan2 dan kehendak2 pemerintahan daripada kerajaan dan tertanggung atas daerah dan harta benda mereka itu serta menjauhkan tiap2 perkara yang boleh <phr>mencederakan</phr>	<w type=“target”>kesenangan</w>	mereka itu dan menambahkan kemakmuran di dalam daerah. Saya ingatkan lagi bahwa pangkat punggawa yang dikurniakan atas tiap2 seorang itu ialah dengan pilihan Duli Yang ..	nominalised	1900s
1930	senang	S 9May36:4	newspapers	. kemajuan tanahair dan agama. Kesungguhan bila kelakuan berhimpun keduanya niscaya setia bersih hati pada berkasihkan2 dan bersekutu pada <phr>menolongkan <colloc>kesusahan</colloc> yang dahulu dari</phr>	<w type=“target”>kesenangan</w>	itu adalah di sisi kita siapa yang telah bersungguh2 mempernyatakan di dalam hal yang tersebut begitulah seruannya hendaklah kita sekalian bergirang atas kadar kepada ...	nominalised	1900s
1930	senang	S 16May36:3	newspapers	. dan tulus ikhlas dan hendaklah pula kita bersedia pada menyokong dan membantau manakala nampaknya yang bangsa kita itu akan jatuh dan rusak. Kerana adalah <phr>tiap2</phr> <colloc>kemuliaan</colloc> dan	<w type=“target”>kesenangan</w>	bangsa2 kita juga itu kemuliaan dan kesenangan kita juga. Demikianlah juga tiap2 keaiban dan kekejian bangsa kita itu ialah keaiban dan kekejian kita juga. Dan lagi .....	nominalised	1900s
1930	senang	S 16May36:3	newspapers	.... pada menyokong dan membantau manakala nampaknya yang bangsa kita itu akan jatuh dan rusak. Kerana adalah tiap2 kemuliaan dan kesenangan bangsa2 kita juga itu <colloc>kemuliaan</colloc> dan	<w type=“target”>kesenangan</w>	kita juga. Demikianlah juga tiap2 keaiban dan kekejian bangsa kita itu ialah keaiban dan kekejian kita juga. Dan lagi hendaklah kita memperhargakan tiap2 buah fikiran ...	nominalised	1900s
1930	senang	S 16May36:3	newspapers	.... itu hendaklah kita sedia pada memeratikan pada tiap2 suatu buah kebajikan yang lain2 pula bagi memberangkan hati anak2 bangsa kita itu kepada <phr>berlomba2 di atas</phr> <colloc>tamadun</colloc> dan	<w type=“target”>kesenangan</w>	kerana tiada terbit suatu pekerjaan yang baik lagi berharga itu melainkan dari pada diebokan [?] dengan cita2 yang dipeliharakan oleh bersungguh2 tetap usaha dan sabar. .	nominalised	1900s
1930	senang	S 6Jun36:2	newspapers	... lebih senang dan beruntung. Adakah siapa2 boleh membantah di dalam perkara memilih senang dan beruntung ini? Kita jawab sendiri: tidak syak lagi tentulah semua orang <phr>memilih</phr>	<w type=“target”>kesenangan</w>	dan menjauhkan dari pada kepayahan dan kesusahan. Pada hal orang2 Melayu kampung itu sekali2 tiada mengetahui apakah nasib mereka pada hari yang ke belakang atau pun ....	nominalised	1900s
1930	senang	S 26Aug36:9	newspapers	........ di dalam perlombaan hidup ialah sifat kurang usaha ditambah tokok dengan sebab adanya begitu banyak bangsa2 asing di negeri kita yang sungguhpun <phr>membawa</phr> <colloc>kemakmuran</colloc> dan	<w type=“target”>kesenangan</w>	kepada bumi negeri kita pada zahirnya akan tetapi mereka itu mendatangkan bekas2 yang tidak baik bagi anak negeri. Apa guna negeri kaya ria kalau anak negeri2 hidup .....	nominalised	1900s
1930	senang	S 26Sep36:2	newspapers	... Telah berkata ahlul aqli “pandang dan fikirkanlah akan tiap2 sesuatu keburukan dan kehinaan yang akan berlaku itu maka iaitu terlebih baik daripada <phr>menginginkan akan</phr> <phr>segala</phr>	<w type=“target”>kesenangan</w>	dan <colloc>kesukaan</colloc>”. Perkataan yang di atas ini jaranglah adanya di atas segala fikiran umat2 kita bahkan sebaliknya pula ( daripada yang tersebut itulah) saksikanlah dengan ..	nominalised	1900s
1930	senang	S 26Sep36:2	newspapers	....... umat2 kita iaitu daripada perbuatan setengah daripada umat kita juga. Dalam pada itu kononnya umat kita juga yang <phr>berharap2kan</phr> <colloc>kemajuan</colloc> <colloc>keselamatan</colloc> <colloc>keamanan</colloc> <colloc>kesentosaan</colloc>	<w type=“target”>kesenangan</w>	dan, dan, dan, tetapi mengertikah umat kita akan perbuatan mereka yang manakah keburukan, kehinaan, kerusakan, kebinasaan dan lain2nya itu? Lihatlah pula pada hal2 ......	nominalised	1900s
1930	senang	PK 77:5c	newspapers	malang , bangsa dagang datang menggalang , sekarang terdesak macam dipalang , tinggallah Melayu berhati walang. | J Jelas sekali kelemahan bangsa , alah di bandar undur ke desa ,	<w type=“target”>kesenangan</w>	<colloc>kekayaan</colloc> tak dapat <phr>dirasa</phr> , leka bertangguh esok dan lusa. | W Wah! Kayanya negeriku , getah emas bijih berbuku , mula disangka itu tak laku , diambil orang ke dalam ....	nominalised	1900s
1930	senang	S 19Jan37:9	newspapers	... yang sebenar di dalam masa kemewahan itu sangat2 dikehendaki bagi mendatangkan keselamatan dan kesempurnaan hidup yang kekal, kerana adalah amalan jimat cermat itu <phr>ibu bagi</phr>	<w type=“target”>kesenangan</w>	dan <colloc>kesentosaan</colloc> <colloc>hidup</colloc>. Tetapi sebagailah bagi kita ketahui bahwa sungguh pun berjimat cermat di dalam masa kemelesetan itu dapat dilakukan dengan mudah, tetapi yang .....	nominalised	1900s
1930	senang	S 28Apr37:4	newspapers	....... seorang perempuan yang bertulus ikhlas apakali dipermadukan bagi dirinya. Adalah dipahamkan atas pergaulan bagi umat2 sedunia ini belumlah kita pernah dengar dan <phr>dapati</phr>	<w type=“target”>kesenangan</w>	dan <colloc>kekayaan</colloc> umat itu dengan memperbanyaki isteri apakah yang misi? Banyak isteri itukah dikatakan kemajuan Melayu?? Saya bagi pihak kaum ibu Melayu menumpahkan sebesar2	nominalised	1900s
1930	senang	S 6Mar37:9	newspapers	....... manfaatnya bagi umum golongan kaum kita, hanyalah jika ada pun satu peratus sahaja dan kita percaya jikalau sebeginilah adanya keadaan umat kita tentulah dengan <phr>seberapa</phr>	<w type=“target”>kesenangan</w>	sahaja bangsa2 lain akan menapak kehadapan lebih dahulu dari pada kita bergerak. Kita tidak berkata lain dari pada yang sebenar sahaja, umpamanya kalau kita lihat di ....	nominalised	1900s
1930	senang	S 14Apr37:4	newspapers	....... kepada warisnya atau ibu bapa perempuan itu yakni dengan tidak dijual atau ditebus talak itu dengan nilaian sekian2 wang ringgit atau harganya iaitu diberi <phr>peluang bagi</phr>	<w type=“target”>kesenangan</w>	kepada perempuan itu kerana talak itu itu di tangan laki2 jadinya dinamakan beragih. Adapun “sekutu belah” itu artinya apa2 jua bendanya kepunyaan di antara kedua tetapi	nominalised	1900s
1930	senang	S 1Dec37:3	newspapers	....... tidak mengerti bagaimana mau melangkah bergerak supaya maju dengan kerana perasaan fikiran senantiasa dipenuhi oleh nafsu yang berkemahuan untuk <phr>mengutamakan</phr> <colloc>kemakmuran</colloc>,	<w type=“target”>kesenangan</w>	<colloc>diri sendiri</colloc> sahaja hingga khayal dan leka tidak ada bezanya samalah sebagaimana sakit menanti mati yang tidak ada kedengaran lagi selain daripada suara2 meminta ........	nominalised	1900s
1930	senang	S 25Dec37:2	newspapers	. tolong menolong di antara satu dengan lain dan di manakan boleh jadi maju kaum driver? Cobalah tuan2 berpakat bersetia bukankah bertambah2 maju persekutuan driver dan <phr>beroleh</phr>	<w type=“target”>kesenangan</w>	kepada tuan2 yang berjalan segenap negeri2 di dalam Malaya ini. Wassalam. §	nominalised	1900s
